1000-Genomes_Script,275.06
1000-Genomes_Workflow,99.0
Montage_Script,762
Montage_Workflow,258
PyCBC_Script,100
PyCBC_Workflow,80
GATK_Script,100
GATK_Workflow,80
GDAL_Script,49.8
GDAL_Workflow,11.07
XgFabric_Script,100
XgFabric_Workflow,80
STAR_GATK_Script, 157.13
STAR_GATK_Workflow, 80
